物品ID,物品名称,显示名称,品质,分类,标签,描述,口径,最大堆叠,默认堆叠,单价,可堆叠,可使用,重量,耐久度
1244,SplintAdvanced,高级骨夹板,3,Medic,Medic;Healing;AdvancedDebuffMode,用于快速治疗骨折，可用多次。,,1,1,468,否,否,0.80,5
1245,SurgicalKit,手术包,3,Medic,Medic;Healing;AdvancedDebuffMode,用于治疗创伤。,,1,1,488,否,否,0.50,3
1246,SurgicalKitL,增强手术包,4,Medic,Medic;Healing;AdvancedDebuffMode,用于治疗创伤。,,1,1,1678,否,否,1.00,10
1247,Injection_BleedResist,止血针,2,Injector,Injector;Medic,移除流血状态，且一段时间内免疫流血。,,3,1,448,是,是,0.21,0
1248,SmallAxe,斧子,1,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot,平平无奇的斧子。,,1,1,377,否,否,0.96,0
1249,Armor_Football_1,休闲套装,9,Armor,Armor;Equipment;Repairable,条纹Polo衫配红短裤。,,1,1,230,否,否,0.70,50
1250,Armor_Football_2,运动背心,9,Armor,Armor;Equipment;Repairable,破了几个洞。,,1,1,160,否,否,0.40,50
1251,FackMask_Football_Glass,金丝眼镜,9,FaceMask,FaceMask;Equipment;DecorateEquipment,没有镜片。,,1,1,80,否,否,0.05,0
1252,HeadsetLV2,橘子耳机,4,Headset,Headset;Equipment,能够大幅提高听觉灵敏度，可以听到声音来自于哪个方向。,,1,1,1850,否,否,0.48,0
1253,GoldBadge,纯金徽章,6,Luxury,Luxury;Gem,纯金打造。,,1,1,55898,否,否,2.38,0
1254,Crown,皇冠,7,Luxury,Luxury;Helmat;DecorateEquipment,欲戴王冠，必承其重。,,1,1,21593218,否,否,21.66,0
1255,ToteBag,手提袋,4,Luxury,Luxury;Daily;NotNested,顶级奢侈品牌推出的手提袋。,,1,1,6666,否,否,0.24,0
1256,MoonShine,灵魂私酒,6,Food,Food;Drink,使用秘密配方酿造的私酒，传闻加入了可乐。,,1,1,12490,否,是,0.78,0
1257,ShitBall,粪球,1,Shit,Shit,可以扔出去。,,5,1,10,是,否,0.20,0
1258,EGun_AR_Storm_Virus,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,*Item_EGun_AR_Storm_Virus_Desc*,Enemy,1,1,284,否,否,4.00,50
1259,Kazoo,卡祖笛,3,Luxury,Luxury,老吴的音乐梦想！,,1,1,2688,否,否,0.15,0
1260,SHT_Candy_Ghost,糖果枪,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,不给糖就捣蛋！,Candy,1,1,1703,否,否,2.04,100
1261,Helmat_PumpkinLight,南瓜灯,3,Helmat,Helmat;Equipment;DecorateEquipment;Special;Repairable;Food,光有些暗淡。,,1,1,675,否,否,0.44,36
1262,Bullet_Candy_Ghost,糖豆子弹,9,Bullet,Bullet;Special,打在身上也不怎么疼。,Candy,150,30,1,是,否,0.01,0
1263,PsychicSubstance,灵能物质,4,Special,Special,蕴含特殊的能量。,,4,1,444,是,否,0.00,0
1264,SHT_TOZ106_Ghost,灵能枪,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,用神秘的方法向TOZ106中注入了灵能，好像对灵体能造成很高的伤害。,SHT,1,1,1547,否,否,2.50,100
1265,BP_Bullet_Candy_Ghost,蓝图：糖豆子弹,9,Formula,Formula;Formula_Blueprint,用于制造糖豆子弹的蓝图。,,1,1,50,否,否,0.10,0
1266,ToyBell,玩具铃铛,4,Luxury,Luxury,摇响之后好像会吸引来奇怪的东西，听说是从一个蓝皮人那进的货。不知道他那儿还有没有什么别的怪东西。,,1,1,2236,否,否,0.61,0
1267,BP_SHT_Candy_Ghost,蓝图：糖果枪,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：糖果枪。,,1,1,50,否,否,0.10,0
1268,BP_SHT_TOZ106_Ghost,蓝图：灵能枪,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：灵能枪。,,1,1,50,否,否,0.10,0
1269,GhostBat,灵能棍,9,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special;DestroyOnLootBox,可以造成灵能伤害的武器，可能是因为使用者的某些执念才形成了这样的外形。,,1,1,689,否,否,1.67,0
1270,Backpack_Pumpkin_Jack,杰克背包,4,Backpack,Backpack;Equipment;DecorateEquipment;Special;Repairable,图案跟南瓜灯上的一模一样。,,1,1,1166,否,否,0.22,0
1271,BP_Backpack_Pumpkin_Jack,蓝图：杰克背包,3,Formula,Formula;Formula_Blueprint,用于在工作台制作杰克背包的蓝图。,,1,1,500,否,否,0.10,0
1272,BP_Helmat_PumpkinLight,蓝图：南瓜灯,3,Formula,Formula;Formula_Blueprint,用于在工作台制作南瓜灯的蓝图。,,1,1,500,否,否,0.10,0
1273,Quest_Camera_Jeff,杰夫的照相机,4,Quest,Quest,上面有些磨损的痕迹，好像是摔到地上导致的。,,1,1,150,否,否,1.40,0
1274,CoinBlade,铜钱剑,9,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,用铜钱制成的长剑，一直有关于它可以降妖除魔的传说。,,1,1,13666,否,否,0.66,0
1275,BP_CoinBlade,蓝图：铜钱剑,5,Formula,Formula;Formula_Blueprint,用于制造铜钱剑的蓝图。,,1,1,66666,否,否,0.00,0
1276,Helmat_WitchHat,巫师帽,9,Helmat,Helmat;Equipment;DecorateEquipment;Special;Repairable,一只鸭子，竟能看见我？,,1,1,902,否,否,0.51,42
1277,Armor_WitchCloth,巫师服,9,Armor,Armor;Equipment;DecorateEquipment;Special;Repairable,你在迷惘吧？有路可行之人才会迷路。,,1,1,784,否,否,1.97,66
1278,Wand,烧火棍,9,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,颜色很黑，末端镶嵌了一颗血红的石头。,,1,1,889,否,否,0.71,0
1279,GhostBat_Player,灵能棍,9,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,可以造成灵能伤害的武器，可能是因为使用者的某些执念才形成了这样的外形。,,1,1,689,否,否,1.67,0
1280,Totem_GhostResist,护身符,9,Totem,Totem;DontDropOnDeadInSlot;Special,免疫害怕并略微降低受到的灵属性伤害。,,1,1,600,否,否,0.30,0
1281,AnimalWeapon_StormClimb,空手,9,Weapon,Weapon;MeleeWeapon;DestroyOnLootBox,*Item_AnimalWeapon_Desc*,,1,1,175,否,否,3.00,0
1282,GiantSwordFish,大剑鱼,6,MeleeWeapon,MeleeWeapon;DontDropOnDeadInSlot;Special,鱼鳍相当锋利。,,1,1,2677,否,是,0.70,30
1283,DarkCarrot,黑萝卜,9,Food,Food,正如你所见~,,3,1,10,是,是,0.16,0
1284,Formula_DarkCarrot,配方：黑萝卜,9,Formula,Formula;Formula_Blueprint,在工作台制作黑萝卜的配方。,,1,1,1000,否,否,0.20,0
1285,MoYuToy,阿鸭,4,Collection,Collection,除了上班，对啥都感兴趣。,,1,1,1992,否,否,0.23,0
1286,AR_MK47_Normal,MK-47,5,Weapon,Weapon;Gun;GunType_AR;Repairable,结合了AK-47与MF优点的现代枪械，保证了威力的同时，枪械的精度也得到了保证。,AR,1,1,10049,否,否,3.22,120
1287,AR_RPD_Normal,RPD,5,Weapon,Weapon;Gun;GunType_AR;Repairable,RPK的前身，使用弹鼓供弹，载弹量非常大，火力支援能力不逊于RPK。,AR,1,1,11572,否,否,7.50,150
1288,Helmat_Cone,雪糕筒,91,Helmat,Helmat;Equipment;Repairable,平时都被放在地上，但戴在头上也相当合适。,,1,1,377,否,否,0.71,28
1289,ARR_CrossBow_Normal,十字弩,94,Weapon,Weapon;Gun;GunType_ARR;Repairable,结构相当简单的弩，装填时间较长，但装填后可以快速击发。,ARR,1,1,2218,否,否,2.11,75
1290,Special_Energy_CubeGun_1,方块枪智能模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_CubeGun,装上之后可以赋予射出的子弹智慧，让它自动追踪目标。,,1,1,7242,否,否,0.31,0
1291,Special_AR_AUG_1,StG 77半自动模组,94,Accessory,Accessory;Special;SpecialAcc;Acc_Aug,将StG 77改装为半自动三连发的模组，伤害，射程与爆头伤害均有小幅提升。,,1,1,4308,否,否,0.14,0
1292,Special_BR_SKS_1,SKS-45精确模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_SKS,改进SKS-45精确射击能力的模组，大幅提升爆头伤害以及射程，并使子弹可以穿透一个敌人。,,1,1,7126,否,否,0.11,0
1293,Special_PST_Glick_1,格力克三连发模组,94,Accessory,Accessory;Special;SpecialAcc;Acc_Glick,将格洛克改装为三连发模式的配件，虽然伤害略有下降，但其他各项性能都得到一定的提升。,,1,1,4392,否,否,0.16,0
1294,Special_SMG_ArcadeGun_1,玩具枪伤害模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_ArcadeGun,装上后能大幅提升玩具枪伤害与射速，同时换弹速度也有所提高。,,1,1,6841,否,否,0.36,0
1295,Special_SMG_PP19Bizon_1,Bizon-2霰弹化模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_PP19Bizon,装上之后Bizon-2就会变成霰弹枪，一发子弹当成5发用，非常神奇。,,1,1,7501,否,否,0.23,0
1296,Special_SNP_Mosin_1,Mosin-Nagant两脚架模组,94,Accessory,Accessory;Special;SpecialAcc;Acc_Mosin,可以装在Mosin-Nagant上的两脚架，可以大幅提高精确射击的性能，但瞄准时无法移动。,,1,1,4165,否,否,0.76,0
1297,Special_BR_M14_1,M14全自动模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_M14,将M14改装为全自动的模组，弹容量与瞄准精度也得到小幅提升，但伤害也有所下降。,,1,1,4223,否,否,0.41,0
1298,ARR_AHBow_Ice,冰原反曲弓,93,Weapon,Weapon;Gun;GunType_ARR;Repairable,改造后可以射出冰属性箭矢的反曲弓，改造的方法看起来就是在弓片上画了一些雪花？！,ARR,1,1,218,否,否,1.96,50
1299,ARR_AHBow_Normal,反曲弓,9,Weapon,Weapon;Gun;GunType_ARR;Repairable,弓臂末端向外弯曲，有很好的能量储存与释放效率。在精准度和便携性上的表现都相当不错，非常适合野外环境使用。,ARR,1,1,218,否,否,1.77,50
1300,AR_RPD_Ice,RPD-凛冬,9,Weapon,Weapon;Gun;GunType_AR;Repairable,使用冰霜结晶改造，发射的子弹会变成冰属性。,AR,1,1,16758,否,否,7.50,150
1301,RKT_SnowGun_Ice,雪球枪,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,可以发射雪球，雪球捏的很紧，打在身上还挺疼的。,Snow,1,1,1703,否,否,2.04,100
1302,SMG_SR3M_Ice,霜冻SR-3M,9,Weapon,Weapon;Gun;GunType_SMG;Repairable;LockInDemo,用了相当原始的改造方法，但射出的子弹确实变成了冰属性，真不可思议啊。,SMG,1,1,5731,否,否,2.70,100
1303,IceBlade,寒冰剑,9,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,剑身散发着寒气，握在手里缺感觉不到冷。剑柄末端有磨损的痕迹，像是经常被搭在弓上射出去似的。,,1,1,13666,否,否,0.66,0
1304,Bullet_Snow_Ice,雪球子弹,9,Bullet,Bullet;Special,比雪球捏的更紧些。,Candy,150,30,1,是,否,0.01,0
1305,Special_SHT_Candy_1,糖果枪多发模组,93,Accessory,Accessory;Special;SpecialAcc;Acc_Candy,装上后糖果枪一次就能射出很多发子弹了。,,1,1,3070,否,否,0.28,0
1306,Special_ARR_AHBow_1,反曲弓齐发模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_AHBow,装上后，掌握一次性射三支箭的齐发技巧变得相当容易。,,1,1,7549,否,否,0.65,0
1307,ArmorLV1_Snow,棉袄,1,Armor,Armor;Equipment;SnowLand;Special;Repairable,很厚，看上去保暖效果就很好。,,1,1,491,否,否,2.29,50
1308,ArmorLV2_Snow,二级雪地防弹衣,2,Armor,Armor;Equipment;SnowLand;Special;Repairable,有保暖效果，但很有限。,,1,1,884,否,否,2.90,67
1309,ArmorLV3_Snow,三级雪地防弹衣,3,Armor,Armor;Equipment;SnowLand;Special;Repairable,看起来只是在内部简单缝了一些保暖材料。,,1,1,2801,否,否,5.73,116
1310,ArmorLV4_Snow,四级雪地防弹衣,4,Armor,Armor;Equipment;SnowLand;Special;Repairable,在四级作战防弹衣的基础上改进了保暖性能。,,1,1,4262,否,否,4.41,95
1311,ArmorLV4_SnowBoss,防冻装甲,95,Armor,Armor;Equipment;Special;Repairable,拥有保温内衬的同时，还有主动发热系统，穿着一套可以抵抗几乎所有的严寒气候。,,1,1,4808,否,否,6.66,150
1312,HelmatLV1_Snow,毛帽,1,Helmat,Helmat;Equipment;SnowLand;Special;Repairable,毛茸茸的，很暖和。,,1,1,309,否,否,0.74,39
1313,HelmatLV2_Snow,二级雪地头盔,2,Helmat,Helmat;Equipment;SnowLand;Special;Repairable,戴上能比普通的头盔暖和一些。,,1,1,533,否,否,1.56,62
1314,HelmatLV3_Snow,三级雪地头盔,3,Helmat,Helmat;Equipment;SnowLand;Special;Repairable,简单在内部垫了一些皮毛用来保暖。,,1,1,1667,否,否,2.04,77
1315,HelmatLV4_Snow,四级雪地头盔,4,Helmat,Helmat;Equipment;SnowLand;Special;Repairable,内衬用上了相当厚的抗寒材料，虽然重量小幅提高，但相当保暖。,,1,1,3881,否,否,2.29,90
1316,HelmatLV4_SnowBoss,抗冻头盔,95,Helmat,Helmat;Equipment;Western;Special;Repairable,拥有保温内衬的同时，还有主动发热系统，穿着一套可以抵抗几乎所有的严寒气候。,,1,1,3444,否,否,1.66,81
1317,BP_ARR_AHBow_Ice,蓝图：冰原反曲弓,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：冰原反曲弓。,,1,1,50,否,否,0.10,0
1318,BP_ARR_AHBow_Normal,蓝图：反曲弓,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：反曲弓。,,1,1,50,否,否,0.10,0
1319,BP_ARR_CrossBow_Normal,蓝图：十字弩,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：十字弩。,,1,1,50,否,否,0.10,0
1320,BP_AR_MK47_Normal,蓝图：MK-47,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MK-47。,,1,1,50,否,否,0.10,0
1321,BP_AR_RPD_Ice,蓝图：RPD-凛冬,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：RPD-凛冬。,,1,1,50,否,否,0.10,0
1322,BP_AR_RPD_Normal,蓝图：RPD,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：RPD。,,1,1,50,否,否,0.10,0
1323,BP_IceBlade,蓝图：寒冰剑,9,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：寒冰剑。,,1,1,50,否,否,0.10,0
1324,BP_RKT_SnowGun_Ice,蓝图：雪球枪,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：雪球枪。,,1,1,50,否,否,0.10,0
1325,BP_SMG_SR3M_Ice,蓝图：霜冻SR-3M,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：霜冻SR-3M。,,1,1,50,否,否,0.10,0
1326,BP_Bullet_Snow_Ice,蓝图：雪球子弹,9,Formula,Formula;Formula_Blueprint,用于在工作台制造雪球子弹的蓝图。,,1,1,50,否,否,0.10,0
1327,BP_ArmorLV1_Snow,蓝图：棉袄,9,Formula,Formula;Formula_Blueprint,用于在工作台制造棉袄的蓝图。,,1,1,50,否,否,0.10,0
1328,BP_ArmorLV2_Snow,蓝图：二级雪地防弹衣,9,Formula,Formula;Formula_Blueprint,用于在工作台制造二级雪地防弹衣的蓝图。,,1,1,50,否,否,0.10,0
1329,BP_ArmorLV3_Snow,蓝图：三级雪地防弹衣,9,Formula,Formula;Formula_Blueprint,用于在工作台制造三级雪地防弹衣的蓝图。,,1,1,50,否,否,0.10,0
1330,BP_ArmorLV4_Snow,蓝图：四级雪地防弹衣,9,Formula,Formula;Formula_Blueprint,用于在工作台制造四级雪地防弹衣的蓝图。,,1,1,50,否,否,0.10,0
1331,BP_ArmorLV4_SnowBoss,蓝图：防冻装甲,9,Formula,Formula;Formula_Blueprint,用于在工作台制造防冻装甲的蓝图。,,1,1,50,否,否,0.10,0
1332,BP_HelmatLV1_Snow,蓝图：毛帽,9,Formula,Formula;Formula_Blueprint,用于在工作台制造毛帽的蓝图。,,1,1,50,否,否,0.10,0
1333,BP_HelmatLV2_Snow,蓝图：二级雪地头盔,9,Formula,Formula;Formula_Blueprint,用于在工作台制造二级雪地头盔的蓝图。,,1,1,50,否,否,0.10,0
1334,BP_HelmatLV3_Snow,蓝图：三级雪地头盔,9,Formula,Formula;Formula_Blueprint,用于在工作台制造三级雪地头盔的蓝图。,,1,1,50,否,否,0.10,0
1335,BP_HelmatLV4_Snow,蓝图：四级雪地头盔,9,Formula,Formula;Formula_Blueprint,用于在工作台制造四级雪地头盔的蓝图。,,1,1,50,否,否,0.10,0
1336,BP_HelmatLV4_SnowBoss,蓝图：抗冻头盔,9,Formula,Formula;Formula_Blueprint,用于在工作台制造抗冻头盔的蓝图。,,1,1,50,否,否,0.10,0
1337,BP_Special_ARR_AHBow_1,蓝图：反曲弓齐发模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造反曲弓齐发模组的蓝图。,,1,1,50,否,否,0.10,0
1338,BP_Special_AR_AUG_1,蓝图：StG 77半自动模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造StG 77半自动模组的蓝图。,,1,1,50,否,否,0.10,0
1339,BP_Special_BR_M14_1,蓝图：M14全自动模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造M14全自动模组的蓝图。,,1,1,50,否,否,0.10,0
1340,BP_Special_BR_SKS_1,蓝图：SKS-45精确模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造SKS-45精确模组的蓝图。,,1,1,50,否,否,0.10,0
1341,BP_Special_Energy_CubeGun_1,蓝图：能量枪智能模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造能量枪智能模组的蓝图。,,1,1,50,否,否,0.10,0
1342,BP_Special_PST_Glick_1,蓝图：格力克三连发模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造格力克三连发模组的蓝图。,,1,1,50,否,否,0.10,0
1343,BP_Special_SHT_Candy_1,蓝图：糖果枪多发模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造糖果枪多发模组的蓝图。,,1,1,50,否,否,0.10,0
1344,BP_Special_SMG_ArcadeGun_1,蓝图：玩具枪伤害模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造玩具枪伤害模组的蓝图。,,1,1,50,否,否,0.10,0
1345,BP_Special_SMG_PP19Bizon_1,蓝图：Bizon-2霰弹化模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造Bizon-2霰弹化模组的蓝图。,,1,1,50,否,否,0.10,0
1346,BP_Special_SNP_Mosin_1,蓝图：Mosin-Nagant两脚架,9,Formula,Formula;Formula_Blueprint,用于在工作台制造Mosin-Nagant两脚架的蓝图。,,1,1,50,否,否,0.10,0
1347,Pelt,毛皮,92,Tool,Tool,很暖和，常被用来制作保暖的装备。,,30,1,194,是,否,0.20,0
1348,Pelt_Lv2,高级毛皮,93,Tool,Tool,质量更好的毛皮，可以衬在轻型防弹衣内部用来提高保暖性能。,,30,1,194,是,否,0.20,0
1349,Pelt_Lv3,顶级毛皮,95,Tool,Tool,质量和保暖性能都相当顶级的毛皮。,,30,1,194,是,否,0.20,0
1350,IceCrystal,冰霜结晶,9,Special,Special,散发着寒气。,,10,1,1200,是,否,0.50,0
1351,SnowBall,雪球,9,Shit,Shit,打雪仗！,,5,1,10,是,否,0.20,0
1352,SnowLandTicket,零度挑战船票,5,SpecialKey,SpecialKey;Key;LockInDemo,往返于农场镇伐木场西侧码头与零度挑战区的船票。,,1,1,5000,否,否,0.10,1
1353,SHT_SnowBoss_Ice,弗里枪,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,子弹带着很强的寒气，算是J-Lab武器技术的体现。,PWL,1,1,17618,否,否,2.64,100
1354,SHT_SnowBoss_Fire,伊格枪,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,子弹带着很强的热气，算是J-Lab武器技术的体现。,PWL,1,1,17618,否,否,2.64,100
1355,AtomicClock,原子钟,96,Electric,Electric;Computer;JLab,以原子能级跃迁频率为基准的高精度计时装置，可以非常精确的计时，但也相当昂贵。,,1,1,39645,否,否,3.12,0
1356,Matryoshka_1,套娃,96,Daily,Daily;Matryoshka_1,用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。,,1,1,1238,否,否,2.60,0
1357,Matryoshka_2,套娃,96,Daily,Daily;Matryoshka_1,用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。,,1,1,1238,否,否,2.60,0
1358,Matryoshka_3,套娃,96,Daily,Daily;Matryoshka_1,用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。,,1,1,1238,否,否,2.60,0
1359,Matryoshka_4,套娃,96,Daily,Daily;Matryoshka_1,用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。,,1,1,1238,否,否,2.60,0
1360,Matryoshka_5,套娃,96,Daily,Daily;Matryoshka_1,用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。,,1,1,1238,否,否,2.60,0
1361,ArmorLV3StormProtection,三级风暴工作服,4,Armor,Armor;Equipment;Special;Repairable,把三级防弹衣缝在了风暴工作服的外面。虽然有点重，但相当好使。,,1,1,1288,否,否,6.70,80
1362,AR_MMG_Ice,MMG-冰锋,9,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,使用了特殊技术改造的MMG，传闻这种技术曾被用于改变天气。,AR,1,1,5242,否,否,3.10,100
1363,BP_Key_MysteryZ,蓝图：神秘钥匙Z,9,Formula,Formula;Formula_Blueprint,用于在工作台制造神秘钥匙Z的蓝图。,,1,1,2000,否,否,0.10,0
1364,BP_AR_MMG_Ice,蓝图：MMG-冰锋,9,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MMG-冰锋。,,1,1,50,否,否,0.10,0
1365,Key_SnowChallenge_TEU,集装箱钥匙,9,Key,Key;Special,可以打开某个锁住的集装箱。,,1,1,2220,否,否,0.20,0
1366,IceGrenade,寒霜弹,94,Explosive,Explosive,可以放出冰雾，在冰雾中一段时间后会冻结。,,1,1,680,否,否,0.53,0
1367,ArmorLV3_Black,三级防弹衣,93,Armor,Armor;Equipment;Western;Special;Repairable,三级防弹衣，在某些时候能够保住你的小命。,,1,1,1775,否,否,3.57,80
1368,HelmatLV2_Black,煤球头套,92,Helmat,Helmat;Equipment;Special;Repairable,又是元气满满的一天！,,1,1,678,否,否,0.57,48
1369,Special_AR_RPD_1,RPD射速模组,95,Accessory,Accessory;Special;SpecialAcc;Acc_RPD,持续射击时，枪械射速会持续提高，停止射击时射速重置。,,1,1,7529,否,否,0.38,0
1370,BP_Special_AR_RPD_1,蓝图：RPD射速模组,9,Formula,Formula;Formula_Blueprint,用于在工作台制造RPD射速模组的蓝图。,,1,1,50,否,否,0.10,0
1371,FrostbiteOintment,冻伤膏,4,Medic,Medic,可以治疗冻伤。,,1,1,547,否,否,0.32,3
